,location,total_sqft,bath,price,bhk
4434,Kengeri Satellite Town,985.0,2.0,42.0,2
4435,Kengeri Satellite Town,410.0,1.0,15.0,1
4436,Kengeri Satellite Town,1120.0,2.0,49.0,2
4438,Kengeri Satellite Town,1110.0,2.0,43.0,2
4439,Kengeri Satellite Town,1170.0,2.0,50.0,2
4440,Kengeri Satellite Town,777.4,2.0,25.0,2
4441,Kengeri Satellite Town,800.0,2.0,32.0,2
4442,Kereguddadahalli,950.0,2.0,32.0,2
4443,Kereguddadahalli,1400.0,2.0,48.0,3
4444,Kereguddadahalli,800.0,2.0,28.0,2
4445,Kereguddadahalli,904.0,2.0,30.0,2
4447,Kereguddadahalli,1000.0,2.0,30.0,2
4448,Kereguddadahalli,1240.0,3.0,41.0,3
4449,Kereguddadahalli,600.0,1.0,19.5,1
4450,Kereguddadahalli,1080.0,2.0,32.0,2
4451,Kereguddadahalli,1000.0,2.0,34.0,2
4454,Kereguddadahalli,1015.0,2.0,35.0,2
4455,Kodichikkanahalli,1190.0,2.0,57.0,3
4456,Kodichikkanahalli,995.0,2.0,41.0,2
4457,Kodichikkanahalli,2700.0,7.0,125.0,5
4458,Kodichikkanahalli,1495.0,2.0,75.0,3
4459,Kodichikkanahalli,1125.0,2.0,52.0,2
4460,Kodichikkanahalli,1150.0,2.0,48.0,2
4461,Kodichikkanahalli,1070.0,2.0,43.0,2
4462,Kodichikkanahalli,1620.0,2.0,85.0,3
4464,Kodichikkanahalli,1026.0,2.0,45.0,2
4465,Kodichikkanahalli,2500.0,7.0,125.0,5
4466,Kodichikkanahalli,450.0,1.0,18.0,1
4467,Kodichikkanahalli,907.0,2.0,38.5,2
4468,Kodichikkanahalli,1181.0,2.0,57.0,2
4469,Kodichikkanahalli,900.0,2.0,42.0,2
4471,Kodichikkanahalli,1400.0,3.0,66.0,3
4472,Kodichikkanahalli,976.0,2.0,50.0,2
4473,Kodichikkanahalli,2700.0,4.0,125.0,5
4474,Kodichikkanahalli,1299.0,2.0,58.0,2
4475,Kodigehaali,1166.0,2.0,55.0,2
4476,Kodigehaali,1320.0,3.0,65.0,3
4477,Kodigehaali,1117.0,2.0,56.0,2
4478,Kodigehaali,1200.0,2.0,55.0,2
4479,Kodigehaali,1200.0,2.0,60.0,2
4480,Kodigehaali,2120.0,3.0,177.0,3
4481,Kodigehaali,1013.0,2.0,51.0,2
4482,Kodigehaali,1324.0,3.0,65.0,3
4483,Kodigehaali,965.0,2.0,38.0,2
4484,Kodigehaali,866.0,2.0,32.0,2
4485,Kodigehaali,1442.0,3.0,80.0,3
4486,Kodigehalli,1270.0,2.0,98.0,2
4487,Kodigehalli,1200.0,2.0,48.0,2
4488,Kodigehalli,655.0,1.0,53.0,1
4489,Kodigehalli,1820.0,3.0,150.0,3
4490,Kodigehalli,635.0,1.0,28.0,2
4491,Kodigehalli,1200.0,4.0,156.0,3
4492,Kodihalli,3252.0,5.0,335.0,4
4493,Kodihalli,2700.0,4.0,270.0,3
4494,Kodihalli,2392.0,4.0,260.0,3
4495,Kodihalli,2408.0,4.0,260.0,3
4496,Kodihalli,2500.0,4.0,260.0,3
4497,Kodihalli,1620.0,3.0,130.0,3
4498,Kodihalli,3260.0,5.0,388.0,4
4499,Kodihalli,3197.0,5.0,335.0,4
4500,Kodihalli,1490.0,2.0,150.0,2
4501,Kogilu,1909.0,3.0,88.0,3
4503,Kogilu,1170.0,2.0,51.99,2
4504,Kogilu,650.0,2.0,28.0,2
4505,Kogilu,1140.0,2.0,50.66,2
4506,Kogilu,1200.0,2.0,53.33,2
4507,Kogilu,1934.0,3.0,150.0,3
4508,Kogilu,540.0,1.0,36.0,1
4509,Kogilu,1559.0,3.0,127.0,3
4510,Kogilu,1190.0,2.0,50.66,2
4511,Kogilu,1140.0,2.0,50.66,2
4512,Kogilu,1559.0,3.0,120.0,3
4513,Kogilu,700.0,1.0,30.84,1
4514,Kogilu,1250.0,2.0,55.55,2
4515,Kogilu,1200.0,2.0,53.33,2
4516,Kogilu,952.0,2.0,49.0,2
4517,Kogilu,700.0,1.0,30.84,1
4518,Kogilu,1250.0,2.0,55.55,2
4519,Kogilu,2456.0,7.0,85.0,7
4520,Kogilu,1140.0,2.0,50.66,2
4521,Kogilu,1140.0,2.0,50.66,2
4522,Konanakunte,2791.0,3.0,223.0,3
4523,Konanakunte,884.0,1.0,58.0,2
4524,Konanakunte,1200.0,4.0,125.0,4
4525,Konanakunte,1200.0,2.0,130.0,4
4526,Konanakunte,2400.0,2.0,180.0,3
4527,Konanakunte,3746.0,6.0,375.0,4
4528,Konanakunte,1423.0,2.0,85.0,3
4529,Koramangala,1320.0,2.0,165.0,2
4530,Koramangala,1253.0,2.0,102.0,2
4531,Koramangala,1580.0,3.0,160.0,3
4533,Koramangala,3500.0,5.0,425.0,4
4534,Koramangala,1005.0,1.0,110.0,2
4535,Koramangala,2292.0,4.0,275.0,3
4537,Koramangala,1290.0,2.0,100.0,2
4538,Koramangala,1300.0,2.0,110.0,2
4540,Koramangala,1325.0,2.0,119.0,2
4541,Koramangala,1140.0,2.0,75.2,2
4542,Koramangala,1260.0,2.0,100.0,2
4543,Koramangala,1975.0,3.0,210.0,3
4544,Koramangala,1900.0,2.0,200.0,2
4546,Koramangala,2292.0,3.0,286.0,3
4547,Koramangala,2300.0,3.0,290.0,3
4550,Koramangala,2503.0,6.0,325.0,4
4552,Koramangala,1320.0,2.0,150.0,2
4553,Koramangala,1320.0,2.0,110.0,2
4554,Koramangala,5985.0,4.0,775.0,4
4555,Koramangala,2461.0,6.0,353.0,4
4557,Koramangala,2246.0,3.0,300.0,3
4560,Koramangala,1083.0,2.0,100.0,2
4561,Koramangala,1744.0,3.0,200.0,3
4562,Koramangala,1180.0,2.0,128.0,2
4563,Koramangala,1320.0,2.0,160.0,2
4564,Koramangala,1370.0,2.0,125.0,2
4565,Koramangala,1100.0,2.0,85.0,2
4566,Koramangala,1249.0,2.0,165.0,2
4567,Koramangala,1200.0,2.0,100.0,2
4569,Koramangala,2223.0,3.0,300.0,3
4570,Koramangala,1744.0,4.0,210.0,3
4571,Koramangala,1866.0,4.0,245.0,3
4572,Koramangala,1320.0,2.0,160.0,2
4573,Koramangala,1350.0,2.0,103.0,2
4574,Koramangala,6000.0,4.0,625.0,4
4576,Koramangala,1320.0,2.0,160.0,2
4577,Koramangala,1710.0,3.0,210.0,3
4578,Koramangala,1355.0,2.0,95.0,2
4579,Koramangala,1600.0,3.0,170.0,3
4580,Koramangala,1260.0,2.0,100.0,2
4583,Kothannur,1206.0,2.0,48.23,2
4585,Kothannur,1100.0,2.0,40.0,2
4586,Kothannur,1197.0,2.0,47.88,2
4587,Kothannur,1197.0,2.0,47.8,2
4588,Kothannur,1070.0,2.0,42.79,2
4591,Kothannur,1070.0,2.0,38.6,2
4592,Kothannur,1485.0,2.0,59.4,3
4593,Kothannur,1215.0,2.0,48.6,3
4594,Kothannur,1404.0,2.0,56.15,3
4595,Kothanur,1200.0,2.0,51.0,2
4596,Kothanur,2400.0,2.0,150.0,3
4597,Kothanur,1828.0,3.0,110.0,3
4598,Kothanur,1186.0,2.0,58.0,2
4600,Kothanur,1847.0,3.0,105.0,3
4602,Kothanur,9600.0,5.0,550.0,5
4603,Kothanur,1435.0,3.0,70.0,3
4604,Kothanur,1187.0,2.0,58.0,2
4605,Kothanur,1847.0,3.0,110.0,3
4606,Kothanur,1460.0,3.0,71.0,3
4607,Kothanur,1185.0,2.0,59.0,2
4608,Kothanur,1436.0,3.0,70.0,3
4609,Kothanur,1462.0,3.0,71.0,3
4610,Kothanur,1790.0,3.0,105.0,3
4612,Kothanur,1070.0,2.0,45.5,2
4614,Kothanur,1145.0,2.0,56.0,2
4615,Kothanur,3401.0,5.0,230.0,4
4616,Kothanur,1455.0,2.0,69.0,2
4617,Kothanur,627.0,1.0,30.0,1
4618,Kothanur,1302.0,2.0,68.5,2
4619,Kothanur,1760.0,3.0,111.0,3
4620,Kothanur,1185.0,2.0,58.0,2
4621,Kothanur,1500.0,1.0,75.0,1
4622,Kothanur,1075.0,2.0,53.0,2
4623,Kothanur,1790.0,3.0,97.0,3
4624,Kothanur,2700.0,4.0,175.0,4
4625,Kothanur,1786.0,2.0,106.0,3
4626,Kothanur,1787.0,3.0,107.0,3
4627,Kothanur,1141.0,2.0,54.0,2
4628,Kothanur,1760.0,3.0,110.0,3
4630,Kothanur,1160.0,2.0,57.0,2
4631,Kothanur,1095.0,2.0,55.0,2
4632,Kothanur,1142.0,2.0,56.0,2
4633,Kothanur,1074.0,2.0,54.0,2
4634,Kothanur,1285.0,2.0,60.0,2
4635,Kothanur,1075.0,2.0,53.0,2
4636,Kothanur,1140.0,2.0,56.0,2
4637,Kothanur,1400.0,2.0,70.0,2
4640,Kothanur,1140.0,2.0,56.0,2
4641,Kothanur,1787.0,3.0,120.0,3
4642,Kothanur,1185.0,2.0,59.0,2
4644,Kothanur,1790.0,3.0,105.0,3
4645,Kothanur,1130.0,2.0,55.0,2
4646,Kothanur,1094.0,2.0,54.0,2
4647,Kothanur,1170.0,3.0,80.0,3
4648,Kothanur,1400.0,2.0,65.0,2
4649,Kothanur,1195.0,2.0,59.0,2
4650,Kothanur,1790.0,3.0,120.0,3
4651,Kothanur,1454.0,3.0,71.5,3
4652,Kudlu,1152.0,2.0,53.5,2
4653,Kudlu,1027.0,2.0,43.0,2
4654,Kudlu,1092.0,2.0,44.0,2
4655,Kudlu,1027.0,2.0,43.0,2
4656,Kudlu,1092.0,2.0,44.0,2
4657,Kudlu,1143.0,2.0,55.0,2
4659,Kudlu,1024.0,2.0,44.0,2
4661,Kudlu,1600.0,3.0,79.0,3
4662,Kudlu,1027.0,2.0,42.0,2
4663,Kudlu,1076.0,2.0,50.0,2
4664,Kudlu,1027.0,2.0,44.0,2
4665,Kudlu,1084.0,2.0,53.0,2
4666,Kudlu,1300.0,2.0,56.0,2
4667,Kudlu,1027.0,2.0,44.0,2
4668,Kudlu,1245.0,2.0,60.0,3
4669,Kudlu,1027.0,2.0,44.0,2
4670,Kudlu,1110.0,2.0,46.0,2
4671,Kudlu,2100.0,3.0,114.0,4
4672,Kudlu,1027.0,2.0,44.0,2
4673,Kudlu,720.0,1.0,33.0,1
4674,Kudlu,1027.0,2.0,44.0,2
4675,Kudlu,1162.0,2.0,52.0,2
4676,Kudlu,1041.0,2.0,53.0,2
4677,Kudlu Gate,1535.0,3.0,83.0,3
4678,Kudlu Gate,1535.0,3.0,85.0,3
4680,Kudlu Gate,1535.0,3.0,86.0,3
4681,Kudlu Gate,1564.0,2.0,92.0,3
4683,Kudlu Gate,1238.0,2.0,55.0,2
4684,Kudlu Gate,1335.0,3.0,89.0,3
4685,Kudlu Gate,703.0,1.0,52.0,1
4686,Kudlu Gate,1535.0,3.0,86.0,3
4687,Kudlu Gate,1532.0,3.0,83.0,3
4688,Kudlu Gate,1113.0,2.0,50.0,2
4690,Kudlu Gate,1185.0,2.0,50.0,2
4694,Kudlu Gate,1215.0,2.0,45.0,2
4695,Kudlu Gate,812.0,2.0,38.25,2
4696,Kudlu Gate,1547.0,2.0,103.0,2
4697,Kudlu Gate,1336.0,2.0,86.0,2
4698,Kudlu Gate,1919.0,3.0,121.0,3
4699,Kudlu Gate,1464.0,3.0,56.0,2
4700,Kudlu Gate,1535.0,3.0,85.0,3
4701,Kudlu Gate,1850.0,3.0,120.0,3
4702,Kudlu Gate,940.0,2.0,69.57,2
4703,Kudlu Gate,1215.0,2.0,44.96,2
4704,Kudlu Gate,1164.0,2.0,75.0,2
4705,Kudlu Gate,3850.0,6.0,205.0,4
4706,Kudlu Gate,1183.0,2.0,79.54,2
4707,Kudlu Gate,1850.0,3.0,110.0,3
4709,Kudlu Gate,1183.0,2.0,79.54,2
4710,Kudlu Gate,1200.0,2.0,44.4,2
4712,Kudlu Gate,1310.0,2.0,53.0,2
4713,Kumaraswami Layout,2000.0,4.0,139.0,4
4714,Kumaraswami Layout,1000.0,2.0,48.5,2
4715,Kumaraswami Layout,1000.0,2.0,58.0,2
4716,Kumaraswami Layout,2400.0,7.0,125.0,7
4717,Kumaraswami Layout,2400.0,2.0,125.0,3
4718,Kumaraswami Layout,1310.0,2.0,70.0,3
4719,Kumaraswami Layout,850.0,1.0,78.0,1
4720,Kumaraswami Layout,3200.0,7.0,150.0,7
4721,Kumaraswami Layout,1310.0,2.0,85.0,3
4722,Kumaraswami Layout,2450.0,3.0,110.0,4
4723,Kumaraswami Layout,3100.0,7.0,145.0,7
4724,Kumaraswami Layout,1200.0,3.0,75.0,3
4725,Kumaraswami Layout,1081.0,2.0,60.0,2
4726,Kundalahalli,1724.0,3.0,125.0,3
4727,Kundalahalli,1030.0,2.0,49.0,2
4728,Kundalahalli,735.0,2.0,57.99,2
4729,Kundalahalli,1047.0,2.0,82.0,2
4730,Kundalahalli,1397.0,3.0,105.0,3
4731,Kundalahalli,1724.0,3.0,127.0,3
4732,Kundalahalli,1010.0,2.0,49.27,2
4733,Kundalahalli,1397.0,3.0,110.0,3
4734,Kundalahalli,1397.0,3.0,104.0,3
4735,Kundalahalli,1397.0,3.0,108.0,3
4736,Kundalahalli,1920.0,3.0,150.0,3
4737,Kundalahalli,1397.0,3.0,105.0,3
4739,Kundalahalli,1724.0,3.0,124.0,3
4740,Kundalahalli,1047.0,2.0,84.0,2
4741,Kundalahalli,1047.0,2.0,83.0,2
4742,Kundalahalli,7000.0,4.0,550.0,4
4744,Kundalahalli,1120.0,2.0,53.76,2
4745,Kundalahalli,1047.0,2.0,82.62,2
4746,Kundalahalli,1047.0,2.0,91.0,2
4747,Kundalahalli,1724.0,3.0,146.0,3
4748,Kundalahalli,1600.0,3.0,170.0,3
4750,Kundalahalli,1724.0,3.0,125.0,3
4751,Kundalahalli,1010.0,2.0,48.27,2
4752,Kundalahalli,1047.0,2.0,89.0,2
4753,Kundalahalli,2500.0,5.0,245.0,4
4754,Kundalahalli,1397.0,3.0,105.0,3
4756,Kundalahalli,1047.0,2.0,72.0,2
4757,Kundalahalli,1260.0,2.0,58.0,2
4758,Kundalahalli,3092.0,4.0,230.0,4
4759,Kundalahalli,1065.0,2.0,70.0,2
4760,Kundalahalli,1724.0,3.0,146.0,3
4761,Kundalahalli,1047.0,2.0,91.0,2
4762,Kundalahalli,1724.0,3.0,128.0,3
4763,Kundalahalli,1315.0,2.0,74.0,2
4764,Kundalahalli,2100.0,3.0,150.0,3
4765,Kundalahalli,1724.0,3.0,125.0,3
4766,Kundalahalli,1724.0,3.0,140.0,3
4767,Kundalahalli,1175.0,2.0,65.0,2
4769,LB Shastri Nagar,1043.0,2.0,55.0,2
4770,LB Shastri Nagar,1184.0,2.0,69.0,2
4771,LB Shastri Nagar,665.0,1.0,32.0,1
4772,LB Shastri Nagar,1250.0,2.0,48.5,2
4773,LB Shastri Nagar,1400.0,2.0,80.0,3
4774,LB Shastri Nagar,1184.0,2.0,62.0,2
4775,LB Shastri Nagar,1200.0,2.0,47.0,2
4776,LB Shastri Nagar,1200.0,2.0,75.0,2
4777,LB Shastri Nagar,1000.0,2.0,49.5,2
4778,Laggere,2800.0,5.0,125.0,5
4779,Laggere,1200.0,3.0,130.0,3
4780,Laggere,1200.0,1.0,125.0,1
4781,Laggere,1200.0,2.0,75.0,2
4782,Laggere,620.0,2.0,48.0,1
4783,Lakshminarayana Pura,1185.0,2.0,75.0,2
4784,Lakshminarayana Pura,1600.0,2.0,108.0,3
4785,Lakshminarayana Pura,1180.0,2.0,75.0,2
4786,Lakshminarayana Pura,1172.0,2.0,82.0,2
4787,Lakshminarayana Pura,1179.0,2.0,75.0,2
4788,Lakshminarayana Pura,1149.0,2.0,75.0,2
4789,Lakshminarayana Pura,1336.0,2.0,100.0,2
4790,Lakshminarayana Pura,1175.0,2.0,75.0,2
4791,Lakshminarayana Pura,1190.0,2.0,75.0,2
4792,Lakshminarayana Pura,1200.0,2.0,75.0,2
4793,Lakshminarayana Pura,1200.0,2.0,75.0,2
4794,Lakshminarayana Pura,1165.0,2.0,75.0,2
4795,Lakshminarayana Pura,1145.0,2.0,75.0,2
4796,Lakshminarayana Pura,1500.0,3.0,104.0,3
4797,Lakshminarayana Pura,1210.0,2.0,75.0,2
4798,Lakshminarayana Pura,1169.0,2.0,75.0,2
4799,Lakshminarayana Pura,1200.0,2.0,75.0,2
4800,Lakshminarayana Pura,1172.0,2.0,75.0,2
4801,Lakshminarayana Pura,1172.0,2.0,75.0,2
4802,Lakshminarayana Pura,1180.0,2.0,75.0,2
4803,Lakshminarayana Pura,1200.0,2.0,83.0,2
4804,Lakshminarayana Pura,1200.0,2.0,80.0,2
4805,Lakshminarayana Pura,1195.0,2.0,75.0,2
4806,Lakshminarayana Pura,1200.0,2.0,80.0,2
4807,Lingadheeranahalli,1521.0,3.0,95.0,3
4808,Lingadheeranahalli,1511.0,3.0,95.0,3
4809,Lingadheeranahalli,1683.0,3.0,109.0,3
4810,Lingadheeranahalli,1519.0,3.0,93.0,3
4811,Lingadheeranahalli,1521.0,3.0,94.99,3
4812,Lingadheeranahalli,1682.0,3.0,120.0,3
4813,Lingadheeranahalli,1521.0,3.0,94.71,3
4814,Lingadheeranahalli,1893.0,3.0,130.0,3
4815,Lingadheeranahalli,1705.0,3.0,110.0,3
4816,Lingadheeranahalli,2245.0,4.0,154.0,4
4817,Lingadheeranahalli,1682.0,3.0,113.0,3
4818,Lingadheeranahalli,1682.0,3.0,114.0,3
4819,Lingadheeranahalli,1506.0,3.0,95.0,3
4820,Lingadheeranahalli,1683.0,3.0,110.0,3
4821,Lingadheeranahalli,1684.0,3.0,120.0,3
4822,Lingadheeranahalli,2236.0,4.0,153.0,4
4823,Lingadheeranahalli,1894.0,4.0,114.0,3
4824,Lingadheeranahalli,2240.0,4.0,160.0,4
4825,Magadi Road,3600.0,6.0,141.0,6
4826,Magadi Road,1116.0,2.0,50.0,2
4828,Magadi Road,884.0,2.0,41.1,2
4829,Magadi Road,1005.0,2.0,55.78,2
4830,Magadi Road,1000.0,2.0,46.5,2
4831,Magadi Road,1500.0,2.0,93.0,4
4833,Magadi Road,1345.0,2.0,55.0,2
4835,Magadi Road,5000.0,6.0,360.0,5
4836,Magadi Road,1116.0,2.0,51.89,2
4837,Magadi Road,1052.0,2.0,60.0,3
4838,Magadi Road,940.0,2.0,50.0,2
4839,Magadi Road,1318.0,2.0,68.0,3
4841,Magadi Road,884.0,2.0,48.0,2
4843,Mahadevpura,1150.0,2.0,52.0,2
4844,Mahadevpura,1250.0,2.0,52.0,2
4845,Mahadevpura,1260.0,2.0,57.6,2
4846,Mahadevpura,730.0,1.0,35.0,1
4847,Mahadevpura,1434.0,2.0,67.39,3
4848,Mahadevpura,1146.0,2.0,53.8,2
4849,Mahadevpura,1532.0,2.0,62.0,2
4850,Mahadevpura,1620.0,2.0,76.0,3
4851,Mahadevpura,1136.0,2.0,64.5,2
4852,Mahadevpura,1400.0,2.0,65.8,3
4853,Mahadevpura,1137.0,2.0,53.4,2
4854,Mahadevpura,1601.0,3.0,95.0,3
4855,Mahadevpura,1450.0,3.0,75.0,3
4856,Mahadevpura,1152.0,2.0,54.0,2
4857,Mahadevpura,1212.0,2.0,56.9,2
4859,Mahadevpura,1505.0,3.0,78.0,3
4860,Mahadevpura,1500.0,2.0,70.0,3
4861,Mahadevpura,1236.0,2.0,58.0,2
4862,Mahadevpura,1236.0,2.0,58.0,2
4863,Mahadevpura,1120.0,2.0,53.0,2
4864,Mahalakshmi Layout,1575.0,5.0,158.0,4
4865,Mahalakshmi Layout,1105.0,2.0,80.0,2
4866,Mahalakshmi Layout,1200.0,3.0,160.0,4
4867,Mahalakshmi Layout,1200.0,2.0,110.0,3
4868,Mahalakshmi Layout,1876.0,3.0,150.0,3
4869,Mallasandra,1665.0,3.0,95.0,3
4870,Mallasandra,1665.0,3.0,86.58,3
4871,Mallasandra,1340.0,2.0,61.0,2
4872,Mallasandra,1325.0,2.0,70.0,2
4873,Mallasandra,1665.0,3.0,86.91,3
4874,Mallasandra,1325.0,2.0,70.0,2
4875,Mallasandra,905.0,2.0,40.0,2
4876,Mallasandra,1325.0,2.0,65.0,2
4877,Mallasandra,1325.0,2.0,73.0,2
4878,Mallasandra,1565.0,2.0,69.0,2
4879,Mallasandra,905.0,2.0,35.0,2
4881,Mallasandra,1100.0,2.0,76.3,3
4882,Malleshpalya,1140.0,2.0,46.5,2
4883,Malleshpalya,1225.0,2.0,46.86,2
4885,Malleshpalya,1052.0,2.0,50.0,2
4886,Malleshpalya,1405.0,2.0,77.0,3
4887,Malleshpalya,1065.0,2.0,50.0,2
4888,Malleshpalya,1210.0,2.0,55.0,2
4890,Malleshpalya,1060.0,2.0,40.0,2
4891,Malleshpalya,1430.0,2.0,69.5,3
4892,Malleshpalya,1421.0,2.0,90.0,2
4893,Malleshpalya,1245.0,2.0,55.0,2
4894,Malleshpalya,1200.0,2.0,46.0,2
4895,Malleshpalya,1225.0,2.0,52.0,2
4896,Malleshwaram,705.0,1.0,67.0,1
4897,Malleshwaram,12000.0,7.0,2200.0,7
4898,Malleshwaram,2500.0,5.0,325.0,4
4899,Malleshwaram,2006.0,3.0,297.0,3
4900,Malleshwaram,686.0,1.0,62.5,1
4901,Malleshwaram,2475.0,4.0,332.0,3
4902,Malleshwaram,2610.0,3.0,399.0,3
4903,Malleshwaram,2475.0,4.0,320.0,3
4904,Malleshwaram,900.0,2.0,95.0,2
4905,Malleshwaram,1420.0,2.0,158.0,2
4906,Malleshwaram,2000.0,3.0,250.0,3
4907,Malleshwaram,2215.0,3.0,275.0,3
4909,Malleshwaram,2475.0,4.0,300.0,3
4911,Malleshwaram,2215.0,4.0,310.0,3
4912,Malleshwaram,480.0,1.0,60.0,1
4913,Malleshwaram,1290.0,2.0,120.0,2
4914,Malleshwaram,2475.0,4.0,326.0,3
4915,Malleshwaram,2476.0,3.0,337.0,3
4916,Malleshwaram,900.0,2.0,90.0,2
4918,Malleshwaram,2050.0,4.0,270.0,3
4919,Malleshwaram,900.0,2.0,72.0,2
4920,Malleshwaram,620.0,1.0,86.8,1
4921,Malleshwaram,600.0,1.0,68.0,2
4922,Malleshwaram,2475.0,4.0,337.0,3
4923,Malleshwaram,2215.0,3.0,275.0,3
4924,Malleshwaram,2215.0,3.0,330.0,3
4926,Malleshwaram,1020.0,2.0,80.0,2
4927,Malleshwaram,600.0,1.0,90.0,2
4928,Malleshwaram,2200.0,3.0,275.0,3
4929,Malleshwaram,2475.0,4.0,326.0,3
4930,Malleshwaram,1500.0,2.0,140.0,2
4931,Malleshwaram,2475.0,4.0,340.0,3
4932,Malleshwaram,1400.0,2.0,190.0,2
4933,Malleshwaram,2475.0,4.0,300.0,3
4934,Malleshwaram,2400.0,3.0,380.0,3
4935,Malleshwaram,580.0,1.0,45.0,1
4936,Malleshwaram,1410.0,2.0,125.0,2
4939,Marathahalli,1220.0,2.0,57.0,2
4940,Marathahalli,1200.0,2.0,52.0,2
4941,Marathahalli,1200.0,2.0,60.0,2
4942,Marathahalli,1933.0,3.0,140.0,3
4943,Marathahalli,950.0,2.0,46.96,2
4944,Marathahalli,1230.0,2.0,80.0,2
4945,Marathahalli,3800.0,4.0,250.0,4
4946,Marathahalli,1019.0,2.0,49.85,2
4947,Marathahalli,1215.0,2.0,67.0,2
4948,Marathahalli,2181.0,3.0,152.0,4
4949,Marathahalli,1170.0,2.0,53.0,2
4950,Marathahalli,1019.0,2.0,49.86,2
4951,Marathahalli,1325.0,2.0,71.55,2
4952,Marathahalli,1220.0,2.0,56.5,2
4954,Marathahalli,1152.0,2.0,56.0,2
4955,Marathahalli,1610.0,3.0,90.0,3
4956,Marathahalli,1146.0,2.0,70.0,2
4958,Marathahalli,1469.0,3.0,89.0,3
4963,Marathahalli,2519.0,5.0,185.0,4
4965,Marathahalli,957.0,2.0,46.9,2
4966,Marathahalli,1583.0,3.0,105.0,3
4967,Marathahalli,2524.0,5.0,190.0,4
4971,Marathahalli,1071.0,2.0,52.25,2
4972,Marathahalli,1215.0,2.0,58.86,2
4973,Marathahalli,1102.0,2.0,53.67,2
4974,Marathahalli,1900.0,3.0,123.0,3
4975,Marathahalli,1045.0,2.0,60.0,2
4977,Marathahalli,1215.0,2.0,58.86,2
4978,Marathahalli,1365.0,2.0,73.0,2
4983,Marathahalli,1208.0,2.0,70.0,2
4984,Marathahalli,1325.0,1.0,92.0,2
4985,Marathahalli,1525.0,3.0,90.0,3
4986,Marathahalli,1937.0,3.0,140.0,3
4987,Marathahalli,1550.0,3.0,83.0,3
4988,Marathahalli,1350.0,2.0,86.0,2
4989,Marathahalli,957.0,2.0,47.0,2
4991,Marathahalli,1230.0,2.0,57.0,2
4992,Marathahalli,1200.0,2.0,58.0,2
4994,Marathahalli,607.0,1.0,35.0,1
4995,Marathahalli,1583.0,3.0,109.0,3
4996,Marathahalli,1075.0,2.0,52.43,2
4997,Marathahalli,1360.0,2.0,103.0,2
4998,Marathahalli,1220.0,2.0,58.5,2
4999,Marathahalli,950.0,2.0,45.68,2
5000,Marathahalli,615.0,1.0,44.0,1
5001,Marathahalli,1595.0,3.0,90.0,3
5002,Marathahalli,1350.0,2.0,89.0,2
5003,Marathahalli,1020.0,2.0,57.0,2
5004,Marathahalli,1600.0,3.0,88.0,2
5005,Marathahalli,780.0,1.0,55.0,1
5006,Marathahalli,1710.0,3.0,100.0,3
5008,Marathahalli,1358.0,2.0,81.0,2
5009,Marathahalli,1205.0,2.0,75.0,2
5010,Marathahalli,1730.0,3.0,110.0,3
5011,Marathahalli,1583.0,3.0,115.0,3
5012,Marathahalli,1200.0,2.0,67.0,2
5013,Marathahalli,1095.0,2.0,60.0,2
5014,Marathahalli,1060.0,2.0,48.0,2
5015,Marathahalli,1050.0,2.0,65.0,2
5016,Marathahalli,1102.0,2.0,53.67,2
5017,Marathahalli,1026.0,2.0,49.95,2
5020,Marathahalli,1220.0,2.0,59.0,2
5021,Marathahalli,881.0,2.0,48.06,2
5023,Marathahalli,1710.0,3.0,100.0,3
5024,Marathahalli,1680.0,3.0,105.0,3
5025,Marathahalli,1910.0,3.0,119.0,3
5026,Marathahalli,1602.0,2.0,104.0,2
5027,Marathahalli,700.0,1.0,38.0,1
5028,Marathahalli,1469.0,3.0,89.0,3
5030,Marathahalli,1690.0,3.0,116.0,3
5031,Marathahalli,1065.0,2.0,55.0,2
5032,Marathahalli,1693.0,3.0,125.0,3
5033,Marathahalli,1693.0,3.0,125.0,3
5034,Marathahalli,1196.0,2.0,57.9,2
5035,Marathahalli,1595.0,3.0,88.0,3
5036,Marathahalli,2122.0,3.0,125.0,3
5037,Marathahalli,1730.0,3.0,115.0,3
5040,Marathahalli,1125.0,2.0,55.0,2
5041,Marathahalli,1950.0,3.0,115.0,3
5042,Marathahalli,1250.0,2.0,68.0,2
5043,Marathahalli,1125.0,2.0,56.8,2
5044,Marathahalli,1350.0,2.0,90.0,2
5045,Marathahalli,1200.0,2.0,53.0,2
5046,Marathahalli,2500.0,5.0,175.0,4
5047,Marathahalli,957.0,2.0,47.0,2
5050,Marathahalli,1350.0,2.0,60.0,2
5051,Marathahalli,3400.0,4.0,235.0,4
5052,Marathahalli,1350.0,2.0,99.0,2
5054,Marathahalli,1285.0,2.0,55.0,2
5055,Marathahalli,2500.0,5.0,181.0,4
5056,Marathahalli,3800.0,4.0,235.0,4
5057,Marathahalli,3951.0,4.0,230.0,4
5058,Marathahalli,1125.0,2.0,54.8,2
5059,Marathahalli,1700.0,3.0,126.0,3
5061,Marathahalli,1270.0,2.0,73.0,2
5063,Marathahalli,950.0,2.0,46.7,2
5064,Marathahalli,1550.0,3.0,85.0,3
5065,Marathahalli,1019.0,2.0,49.86,2
5066,Marathahalli,1144.0,2.0,65.0,2
